English Text,Screen/Context,Notes
", category:",Static Notifications Service (Common/Shared); Unified Notification Service (Common/Shared); Local Notification Service (Common/Shared); Notification Helpers (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", notificationType:",Static Notifications Service (Common/Shared); Local Notification Service (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", icon:",Static Notifications Service (Common/Shared); Unified Notification Service (Common/Shared); Local Notification Service (Common/Shared); Notification Helpers (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
Carlos Rodriguez finished first in,Static Notifications Service (Common/Shared),String Literal
Weekend Challenge,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
10 minutes,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Emma Thompson wants to be your friend,Static Notifications Service (Common/Shared),String Literal
Friends,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
time,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
weather,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
"Sunny, 18°C",Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
pace,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Speed Demon,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
requirement,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
10 races under 25 minutes,Static Notifications Service (Common/Shared),String Literal
"ve reached your 10,000 steps goal today",Static Notifications Service (Common/Shared),String Literal
dart:convert,Places Service (Common/Shared); Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
"🔍 Searching for nearby places at ($latitude, $longitude)",Places Service (Common/Shared),"String Literal, Contains variable placeholder"
"📍 Place types: $placeTypes, radius: ${radius}m",Places Service (Common/Shared),"String Literal, Contains variable placeholder"
"$latitude,$longitude",Places Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
radius,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
key,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
) { final results = (data[,Places Service (Common/Shared),"String Literal, Contains variable placeholder"
); return results; } else { log(,Places Service (Common/Shared),"String Literal, Contains variable placeholder"
); return []; } } else { log(,Places Service (Common/Shared),"String Literal, Contains variable placeholder"
); return []; } } catch (e) { log(,Places Service (Common/Shared),"String Literal, Contains variable placeholder"
museum,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
landmark,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
shopping_mall,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
department_store,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
park,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
campground,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
hiking_area,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
national_park,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
stadium,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
gym,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
sports_complex,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
sports_club,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
natural_feature,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
tourist_attraction,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Tourist Attraction,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Shopping Mall,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Department Store,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Hiking Area,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
National Park,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sports Complex,Places Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sports Club,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
Natural Feature,Places Service (Common/Shared),"String Literal, Likely button label - keep concise"
); } return bestPOI; } catch (e) { log(,Places Service (Common/Shared),"String Literal, Contains variable placeholder"
FCM Test 🔥,Firebase Push Notification Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
🔥 FCM permission status: ${settings.authorizationStatus},Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ FCM permissions not granted,Firebase Push Notification Service (Common/Shared),String Literal
🔥 Requesting FCM permissions...,Firebase Push Notification Service (Common/Shared),String Literal
⏰ FCM permission request timed out,Firebase Push Notification Service (Common/Shared),String Literal
🔥 FCM Permission settings: ${settings.authorizationStatus},Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error requesting FCM permissions: $e,Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⏰ FCM token request timed out,Firebase Push Notification Service (Common/Shared),String Literal
fcm_token,Firebase Push Notification Service (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Failed to get FCM token (likely running on simulator),Firebase Push Notification Service (Common/Shared),"String Literal, Error message"
❌ Error getting FCM token: $e,Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
apns-token-not-set,Firebase Push Notification Service (Common/Shared),"String Literal, Likely button label - keep concise"
ℹ️ APNS token not available - this is normal on iOS Simulator,Firebase Push Notification Service (Common/Shared),String Literal
ℹ️ FCM tokens will work on real iOS devices,Firebase Push Notification Service (Common/Shared),String Literal
t throw - we don,Firebase Push Notification Service (Common/Shared),String Literal
🔥 Setting up FCM message handlers...,Firebase Push Notification Service (Common/Shared),String Literal
✅ FCM message handlers setup completed,Firebase Push Notification Service (Common/Shared),"String Literal, Success message"
❌ Error setting up FCM message handlers: $e,Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔥 Setting up FCM token refresh handler...,Firebase Push Notification Service (Common/Shared),String Literal
❌ FCM Token refresh error: $err,Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔥 Received foreground message: ${message.messageId},Firebase Push Notification Service (Common/Shared),"String Literal, Contains variable placeholder"
